52,62
24,17
39,27
85,75
87,65
68,51
53,50
75,75
69,16
97,77
71,15
86,45
78,34
80,33
30,52
75,66
83,35
62,91
97,56
88,31
16,56
57,45
20,53
21,94
61,50
70,10
44,88
55,44
35,53
90,95
34,75
20,96
35,21
47,26
85,17
53,77
65,34
53,60
52,15
70,91
82,54
12,81
73,15
75,10
51,76
64,75
37,35
82,32
95,26
34,97
92,85
41,94
93,69
18,47
18,63
46,57
87,63
38,10
93,26
92,16
98,50
29,85
17,98
60,47
62,50
43,17
68,84
67,74
66,46
17,41
94,18
88,55
69,30
33,58
55,63
73,23
81,63
32,65
66,48
47,91
38,78
94,37
61,94
81,64
21,12
88,66
41,78
88,51
38,69
99,92
37,66
41,96
31,41
70,38
54,14
98,52
42,84
92,41
93,90
66,23
73,14
14,36
94,59
52,86
59,14
89,94
79,38
40,81
94,51
86,91
63,40
15,37
70,40
36,69
22,27
33,71
34,80
65,35
84,25
28,10
28,57
10,89
45,88
68,12
14,83
39,43
19,54
83,81
48,79
80,64
98,49
49,47
34,40
90,63
46,42
31,22
82,11
45,26
39,20
44,89
99,92
39,47
68,71
99,20
13,57
34,57
79,90
13,62
23,97
76,84
58,71
63,45
97,33
64,93
88,86
42,40
59,58
37,77
44,83
56,23
59,70
91,49
18,78
44,20
97,63
23,67
39,69
21,65
95,97
83,37
96,77
55,43
13,79
90,91
52,83
81,97
26,51
55,54
87,32
27,84
25,88
82,57
47,52
81,73
98,69
38,29
56,31
30,73
93,16
53,40
78,53
55,34
72,94
95,50
51,34
60,59
55,77
51,81
73,46
18,46
28,75
77,45
36,86
44,29
25,63
59,37
46,47
83,81
19,78
84,21
59,58
94,83
13,64
45,77
53,46
85,32
61,58
27,77
11,87
96,34
28,36
15,98
80,18
33,87
74,87
87,23
35,99
26,36
47,14
36,41
58,60
19,76
93,36
30,70
21,48
70,44
58,10
40,44
94,91
60,20
54,77
21,18
21,23
47,25
47,33
25,76
87,70
59,29
21,95
69,65
24,55
31,85
54,61
12,46
96,28
19,67
53,95
35,32
87,41
48,77
37,65
37,71
86,39
10,83
65,52
76,97
27,11
13,82
43,71
34,96
64,90
43,73
42,79
24,89
77,25
92,21
85,15
51,97
36,21
89,83
15,73
15,10
66,82
69,44
11,79
53,65
87,24
55,28
95,54
18,29
52,67
48,48
91,71
94,19
55,63
88,97
57,35
56,63
32,59
23,60
65,30
52,92
90,89
76,32
52,38
76,25
82,10
63,44
89,18
10,71
98,95
86,30
69,77
65,91
28,74
92,98
77,42
54,39
73,71
97,52
75,11
18,64
31,18
50,71
76,34
80,95
67,45
50,31
23,58
95,58
14,77
79,52
46,39
12,14
41,35
19,49
76,68
72,49
49,84
61,24
42,63
36,32
87,18
45,70
33,94
71,47
67,89
81,56
94,29
99,44
32,27
81,96
94,89
25,24
56,10
67,22
49,58
42,67
29,80
82,12
69,23
32,94
34,42
59,58
97,72
90,32
42,83
89,23
21,42
76,41
94,14
99,17
77,59
91,10
88,53
32,47
39,27
54,64
70,25
89,88
69,72
30,63
92,32
54,44
42,48
15,47
57,57
24,24
64,80
40,40
33,88
80,42
60,95
70,82
76,26
18,72
40,89
25,39
60,80
47,89
41,65
82,53
51,85
15,60
62,35
41,31
20,39
59,72
28,42
45,62
12,39
89,20
97,71
14,97
23,43
57,67
87,21
56,88
50,22
23,25
89,15
24,50
62,52
42,53
35,11
70,32
23,15
29,98
77,66
90,16
31,91
35,48
36,17
65,48
45,55
19,11
74,87
32,44
49,58
29,62
33,44
80,55
49,12
50,31
20,84
72,22
53,19
38,32
30,45
44,22
64,97
89,75
89,53
46,47
42,79
53,72
96,16
47,36
38,66
48,42
23,46
15,44
13,60
77,57
88,94
10,77
80,38
16,97
62,49
14,74
87,24
11,45
76,25
86,46
68,26
39,20
16,65
18,12
43,88
24,10
53,48
48,89
24,40
61,33
31,28
73,52
63,77
12,22
29,15
41,32
85,82
59,73
71,19
90,21
49,45
46,93
93,63
79,13
13,55
43,93
78,18
43,62
55,28
13,38
28,71
89,40
51,54
23,68
10,74
39,50
47,38
67,60
49,92
60,67
48,53
29,22
59,49
58,96
21,40
94,11
35,95
68,92
58,37
35,13
59,29
38,13
89,89
63,33
45,69
78,93
43,47
12,28
14,22
86,32
36,73
16,60
98,69
33,39
58,79
60,96
22,90
53,38
91,96
23,79
85,15
61,98
63,70
21,96
43,31
50,27
18,80
25,69
55,55
71,66
27,81
25,41
83,43
49,98
88,52
74,25
13,34
72,88
10,42
27,41
94,62
92,24
24,77
26,37
34,22
35,66
72,81
37,99
45,82
60,43
58,25
20,28
77,36
25,59
87,33
46,20
54,90
17,65
42,86
71,19
35,79
72,35
51,25
91,60
72,38
36,81
93,77
37,54
87,96
45,61
16,49
25,85
15,66
19,63
21,28
33,79
70,94
22,31
62,36
18,62
16,94
69,56
71,67
90,65
85,16
24,83
64,57
40,18
43,45
83,51
98,79
33,70
15,65
16,20
27,26
37,60
23,70
98,47
58,31
71,94
59,22
72,68
97,13
19,21
16,52
22,97
30,33
28,30
45,94
36,32
10,14
55,77
17,22
87,52
86,85
11,78
26,75
50,54
14,67
13,36
72,10
45,16
98,45
11,60
16,84
22,19
14,66
90,43
44,12
49,62
23,56
43,25
20,23
46,59
95,55
19,71
63,24
49,55
44,87
98,83
85,20
13,78
74,82
33,57
84,83
25,34
63,33
86,30
49,68
81,17
41,87
75,30
11,83
33,86
41,97
78,93
77,48
