17,109
971,940
156,459
81,845
393,446
497,176
220,228
231,140
714,649
422,138
139,132
864,401
781,941
419,113
321,150
917,188
991,332
556,647
421,322
564,74
679,514
130,344
899,649
31,368
999,385
227,442
491,638
774,557
567,505
243,803
415,956
992,266
196,470
525,598
438,673
850,747
199,676
747,807
77,280
838,183
645,351
153,30
293,194
922,790
21,983
261,922
112,379
864,629
416,767
128,731
959,910
536,590
418,673
620,82
891,288
415,527
67,854
343,924
583,125
284,386
565,648
874,527
896,273
100,72
395,702
400,202
632,520
946,449
642,380
397,462
903,534
830,222
103,354
836,502
981,450
62,569
85,876
304,677
366,98
494,414
385,784
288,454
745,851
681,838
499,401
128,84
21,77
829,822
419,218
482,213
983,582
313,150
147,903
34,157
347,783
225,864
263,365
622,959
285,466
566,844
624,775
259,861
705,729
297,575
212,62
107,819
352,608
54,669
260,289
61,440
661,867
87,690
623,19
49,998
685,880
281,698
94,293
632,359
330,821
549,755
480,329
338,618
13,999
922,657
155,218
477,730
306,554
135,105
789,159
477,658
284,724
351,200
581,944
501,309
708,156
373,223
660,508
904,886
962,823
43,386
574,125
283,338
727,331
860,673
508,535
351,427
851,493
152,791
609,597
593,572
347,995
88,471
111,317
345,435
503,813
635,685
695,663
258,960
176,176
132,945
534,538
90,211
77,866
301,999
308,221
55,426
604,337
257,179
592,202
962,65
863,998
710,554
511,150
384,441
143,48
318,521
854,879
110,219
965,426
763,996
326,821
106,442
132,609
798,461
711,942
198,92
678,101
406,347
532,99
149,993
308,787
965,250
486,321
725,574
650,117
68,618
142,562
874,508
629,564
190,315
684,81
247,939
730,297
405,470
100,180
224,83
618,438
374,147
942,339
168,120
301,274
949,747
745,321
601,720
195,914
126,673
355,444
231,562
592,377
643,105
957,889
88,338
997,998
63,976
393,852
431,778
462,28
643,743
965,312
996,392
671,576
66,949
180,634
259,94
496,604
702,75
804,874
208,32
643,286
708,100
595,433
726,816
563,772
884,22
150,684
96,233
499,134
413,708
343,476
336,683
452,730
414,73
734,796
849,228
906,661
948,779
57,952
667,592
399,715
784,635
244,534
494,167
869,556
324,866
650,817
171,16
835,986
942,645
573,361
293,706
142,11
362,194
83,254
351,74
830,328
689,334
934,971
22,525
563,511
193,512
634,462
751,243
114,497
129,910
959,104
484,171
40,565
60,931
217,82
373,134
10,858
493,890
643,464
178,659
120,144
857,284
344,130
590,361
789,356
816,936
970,887
687,993
381,279
703,783
122,329
331,362
922,865
438,670
389,92
572,522
447,75
622,677
644,870
276,856
874,746
739,651
397,537
661,411
226,659
226,79
870,32
911,164
180,574
314,771
718,78
417,174
640,514
123,959
932,598
394,641
43,946
556,539
933,779
358,224
393,618
967,888
189,936
421,537
115,789
155,366
18,971
10,877
759,172
431,259
235,135
337,620
512,21
672,846
436,498
521,457
380,545
659,189
480,68
232,703
359,620
441,79
164,887
736,334
142,415
986,337
469,632
387,318
510,484
746,983
938,497
701,255
550,607
543,764
901,526
624,193
906,936
112,489
974,343
510,514
374,912
775,738
10,998
627,161
516,380
979,718
735,719
544,454
351,369
127,998
134,197
785,628
639,916
430,947
506,689
512,529
938,30
914,866
819,178
340,189
884,311
825,770
914,55
585,615
681,763
450,421
646,267
792,168
590,606
133,471
799,435
534,882
791,672
286,84
722,511
590,450
550,270
184,728
407,497
68,997
239,625
20,804
471,673
520,949
275,240
378,14
448,996
558,305
840,87
792,190
39,814
66,508
305,36
386,734
542,12
316,982
167,860
370,115
238,689
37,852
967,827
688,292
745,951
76,904
90,354
22,866
895,525
813,34
25,660
133,990
296,562
564,255
688,372
891,41
499,416
995,544
347,787
928,597
526,696
945,43
976,770
959,758
884,507
619,93
144,999
651,270
643,381
940,788
22,230
235,945
46,981
93,207
128,999
514,375
334,856
668,244
859,512
890,160
293,169
935,971
779,192
342,182
702,310
281,899
711,201
267,77
662,770
955,424
307,941
98,422
435,111
603,473
340,828
417,114
322,638
334,287
628,36
322,112
701,730
588,997
422,629
521,294
687,780
73,703
861,867
873,699

26976
23614
25772
23653
