4163,4024
7445,8427
7060,7308
7707,8559
6053,6524
1373,2023
1356,370
2237,1807
1146,498
3588,4314
4725,4997
1907,1224
255,-376
8289,8293
6170,5691
6538,6189
5135,4876
7515,7773
1832,2802
2874,2013
6731,6331
6097,5906
3271,2738
5557,5415
705,238
2340,2989
2693,3459
3094,3157
2654,3363
5576,6075
9804,9304
3027,2370
1905,2080
7853,8602
5249,4422
1283,1533
2109,1344
2486,1968
4034,4671
4365,4473
8798,9276
2700,3371
5971,6860
8487,9324
5448,4569
2438,2301
5758,6116
1192,1681
6366,5983
404,-332
359,714
3023,3520
8180,8909
3819,3431
5681,5923
1803,899
3765,3624
1519,2351
5015,4866
8101,7940
7462,7017
4676,4332
7070,7751
4890,5028
3263,3756
9705,10011
3803,2933
6811,6780
3800,3969
2821,2196
9474,8597
4039,4486
9523,9145
3865,4430
8286,8728
964,314
350,-414
3527,3126
3227,2326
9809,9226
5736,6465
6972,6279
4276,3975
7592,7192
6213,6594
6031,5834
8709,8253
1876,1900
2862,3004
7043,6344
6286,6093
713,138
1370,1958
9638,9977
8515,8183
3468,3466
1377,2367
4404,4264
6878,6564
535,640
2717,2408
9819,8980
7494,7311
5127,5667
3354,3724
987,83
4333,4543
4031,4695
628,-297
1910,2899
8075,8105
6381,6479
1778,2453
5235,6023
5949,5480
8209,8178
614,-222
9982,9854
7568,8477
9442,8692
626,317
6624,6327
5765,5104
9421,9937
5440,4800
7422,7473
9051,9994
3723,2967
5771,6461
936,1707
2244,1806
5054,5120
8432,8264
3343,2631
1499,1641
9497,9451
8306,8067
5947,5748
8756,9685
28,232
9961,10342
4326,5285
7824,6881
2470,2746
5017,5690
6779,6501
8532,8526
5695,6434
1956,2955
2131,1821
3863,3817
195,-41
8877,9080
7548,7314
7905,7743
6373,6637
7168,6208
171,-220
4392,3762
2631,1978
3990,2991
6291,6003
1245,1106
6601,6549
2548,2020
2419,2704
1286,1960
5432,5769
8825,9740
5456,4823
7028,6140
6457,5466
1257,1771
9521,8808
781,16
443,-405
8389,8711
6803,6544
1594,1211
1667,2329
4425,3686
6898,7643
1200,1413
4975,5151
7469,7228
4715,5550
6368,6680
82,-320
2041,1988
9207,8954
1038,1697
7954,8117
8354,8838
3880,4385
4441,3744
4996,5692
7424,7300
8093,8228
269,642
4789,4814
1351,687
4202,4764
1003,961
7255,6990
6570,5788
1457,1590
2840,2844
6265,5965
9632,10470
4103,3732
3874,3952
9733,10607
1413,1283
5148,5594
2781,2853
6669,6146
2627,3145
1019,423
4012,3397
2654,3554
7524,6773
2311,2362
295,739
3876,3504
3611,2621
7883,8011
3197,2653
6453,7322
1864,1323
3826,3192
3853,4437
8638,8073
4695,5608
3281,4123
8923,9206
5539,6193
3203,3825
6053,5324
2320,2436
2322,1908
7279,7869
6667,5686
4940,5311
8734,9630
9885,9319
9714,9226
5021,5320
1751,1562
2577,1906
2947,2534
4490,5020
2623,3259
4719,5217
804,60
1473,677
3757,4588
4881,4788
7309,7714
5263,5071
6399,7346
1036,521
7845,8272
9845,10575
8857,8223
5306,5687
190,-66
9866,9153
5225,5952
3229,2930
2876,3739
2325,2105
4570,5428
6259,7052
504,430
7946,7353
2286,2613
